萃湖上郡,东方北路与兴港西路交叉口,11000元/平(均价),https://hz.fang.lianjia.com/loupan/pg1/p_chsjaftga
首开杭州金茂府,隐秀路433号,48443元/平(均价),https://hz.fang.lianjia.com/loupan/pg1/p_skhzjmfabknr
北大资源颐和江南,杨梅山桥北大资源颐和江南,28000元/平(均价),https://hz.fang.lianjia.com/loupan/pg1/p_bdzyyhjnabxgx
翡翠城,"高教路翡翠城, 闲林街道翡翠城",26135元/平(均价),https://hz.fang.lianjia.com/loupan/pg1/p_fccyxaahvb
滨江新希望新城未来海岸,新湾街道建华路与闸口路交汇处,17200元/平(均价),https://hz.fang.lianjia.com/loupan/pg1/p_bjxxwxcwlhabifne
雅居乐金茂中央公园,花园路雅居乐金茂中央公园,13000元/平(均价),https://hz.fang.lianjia.com/loupan/pg1/p_yjljmzygybivrs
卓越珑府,长水路卓越珑府,17500元/平(均价),https://hz.fang.lianjia.com/loupan/pg1/p_zylfbivtd
世茂璀璨时代,南湖新区南溪东路与亚欧路交汇处,18000元/平(均价),https://hz.fang.lianjia.com/loupan/pg1/p_smccsdbivui
欣隆府,隆兴路95号,14800元/平(均价),https://hz.fang.lianjia.com/loupan/pg1/p_xlfafrze
海盐阳光城翡丽湾,华丰路海盐阳光城翡丽湾,12000元/平(均价),https://hz.fang.lianjia.com/loupan/pg1/p_ygcflwafrzp
赞成星谷,丰庆路赞成星谷,23000元/平(均价),https://hz.fang.lianjia.com/loupan/pg2/p_zcxgafsaj
金辉蓝光星奕云著,杭州市余杭区临丁路与星源路交汇处,价格待定,https://hz.fang.lianjia.com/loupan/pg2/p_xyyzafsak
万科大溪谷,杭州市东西大道运溪路段，七贤郡西侧约600米,20800元/平(均价),https://hz.fang.lianjia.com/loupan/pg2/p_wkdxgafsal
中城汇MIDTOWN,杭行路中城汇MIDTOWN,价格待定,https://hz.fang.lianjia.com/loupan/pg2/p_zchmafsan
金科碧桂园博翠府,顾扬路金科碧桂园博翠府,价格待定,https://hz.fang.lianjia.com/loupan/pg2/p_jkbgybcfafsar
滨江同协金座,华丰路滨江同协金座,35000元/平(均价),https://hz.fang.lianjia.com/loupan/pg2/p_bjtxjzafsav
蓝城澜宸,钱江路蓝城澜宸,56500元/平(均价),https://hz.fang.lianjia.com/loupan/pg2/p_lclcafsax
和家园雍园,杨梅山路和家园雍园,50579元/平(均价),https://hz.fang.lianjia.com/loupan/pg2/p_hjyyyafscz
融创东麟府,政通路融创东麟府,20500元/平(均价),https://hz.fang.lianjia.com/loupan/pg2/p_rcdlfafsfz
越秀招商天悦江湾,三官塘路与建华路交叉口,40200元/平(均价),https://hz.fang.lianjia.com/loupan/pg2/p_yxzstyjwafsgs
金隅中铁诺德都会森林,江干区艮山西路与钱潮路交汇处,58865元/平(均价),https://hz.fang.lianjia.com/loupan/pg3/p_jyztnddhslafsgu
东城金茂府,城东新城源聚路与明石路交汇处,价格待定,https://hz.fang.lianjia.com/loupan/pg3/p_dcjmfafsgw
金地宋都都会钱塘,水云街与文淙北路交叉口,27063元/平(均价),https://hz.fang.lianjia.com/loupan/pg3/p_jdsddhqtafsgz
越秀招商天悦江湾,三官塘路与建华路交叉口,价格待定,https://hz.fang.lianjia.com/loupan/pg3/p_yxzstyjwafsha
越秀招商天悦江湾,三官塘路与建华路交叉口,130万/套(均价),https://hz.fang.lianjia.com/loupan/pg3/p_yxzstyjwafshb
碧桂园良樾,精工西路碧桂园良樾,价格待定,https://hz.fang.lianjia.com/loupan/pg3/p_bgylyafshc
滨江碧桂园翡翠江南,利华路滨江碧桂园翡翠江南,34284元/平(均价),https://hz.fang.lianjia.com/loupan/pg3/p_bjbgyfcjnafshg
滨江碧桂园卧城印象,向旭路滨江碧桂园卧城印象,价格待定,https://hz.fang.lianjia.com/loupan/pg3/p_bjbgywcyxafshi
中粮梦栖祥云,杜文路中粮梦栖祥云,价格待定,https://hz.fang.lianjia.com/loupan/pg3/p_zlmqxyafshl
滨江碧桂园卧城印象,向旭路滨江碧桂园卧城印象,价格待定,https://hz.fang.lianjia.com/loupan/pg3/p_bjbgywcyxafsij
碧桂园越溪府,东藩路碧桂园越溪府,价格待定,https://hz.fang.lianjia.com/loupan/pg4/p_bgyyxfafsim
香港兴业耦园,五常街道耦园,价格待定,https://hz.fang.lianjia.com/loupan/pg4/p_xgxyoyafsio
合景天銮,莫干山路989号,82000元/平(均价),https://hz.fang.lianjia.com/loupan/pg4/p_hjtlafsiw
融信萧山公馆,市心中路融信萧山公馆,49200元/平(均价),https://hz.fang.lianjia.com/loupan/pg4/p_rxxsggafsjc
新城金樾,新07省道与九场公路交汇处,13000元/平(均价),https://hz.fang.lianjia.com/loupan/pg4/p_xcjyafsku
荣安海上明月,北荡路荣安海上明月,13500元/平(均价),https://hz.fang.lianjia.com/loupan/pg4/p_hyhsmyafskz
保集金城广场,新华路1011号,40000元/平(均价),https://hz.fang.lianjia.com/loupan/pg4/p_bjjcgcafsod
泰禾中央广场,余杭塘路与枫树路交汇处,38500元/平(均价),https://hz.fang.lianjia.com/loupan/pg4/p_thzygcafsof
石榴玉兰湾,人瑞路与南林路交叉口西南方,10000元/平(均价),https://hz.fang.lianjia.com/loupan/pg4/p_slylwafsog
定淘汇,海宁大道267号,15000元/平(均价),https://hz.fang.lianjia.com/loupan/pg4/p_dthafsok
新城璟隽公馆,建设一路与经十二路交叉口,23000元/平(均价),https://hz.fang.lianjia.com/loupan/pg5/p_xcjjggafsos
天目观山月,天目山景区天目观山月,12505元/平(均价),https://hz.fang.lianjia.com/loupan/pg5/p_tmgsyafspt
金科集美嘉悦,姚庄大道和兴学路交叉路口,19500元/平(均价),https://hz.fang.lianjia.com/loupan/pg5/p_jkjmjyafsrw
莱茵河畔,锦绣路莱茵河畔,285万/套(均价),https://hz.fang.lianjia.com/loupan/pg5/p_lyhpafsvx
中南漫悦湾,金海洋大道东侧,16000元/平(均价),https://hz.fang.lianjia.com/loupan/pg5/p_znmywafsxv
景瑞阳光城法兰公园,临平天荷路与荷花路交界处,27500元/平(均价),https://hz.fang.lianjia.com/loupan/pg5/p_jrygcflgyafsyo
乔克家居广场,世纪大道乔克家居广场,15000元/平(均价),https://hz.fang.lianjia.com/loupan/pg5/p_qkjjgcafszf
云水山居,银湖区九龙大道延伸段（杭州野生动物园附近）,12503元/平(均价),https://hz.fang.lianjia.com/loupan/pg5/p_yssjaftdc
万科玖望,高尔夫路与江滨东大道交叉口往东,价格待定,https://hz.fang.lianjia.com/loupan/pg5/p_wkjwaftdj
万联花园,世纪大道与车站南路交汇处,22500元/平(均价),https://hz.fang.lianjia.com/loupan/pg5/p_wlhyaftdm
碧桂园金科尚合府,拱墅区蒋家桥路与顾扬路交叉口,价格待定,https://hz.fang.lianjia.com/loupan/pg6/p_bgyjkshfaftei
朗诗枫荟,兴国路与北沙西路交汇西南侧,13000元/平(均价),https://hz.fang.lianjia.com/loupan/pg6/p_lsfhaftes
万科古翠隐秀,登云路与隐秀路交叉口,价格待定,https://hz.fang.lianjia.com/loupan/pg6/p_gcyxaftez
远洋西溪公馆,文一西路与荆长大道交汇处,28000元/平(均价),https://hz.fang.lianjia.com/loupan/pg6/p_yyxxggaftfa
海伦堡棠锦,"五常大道1号, 中泰街道新明半岛海伦堡棠锦",20972元/平(均价),https://hz.fang.lianjia.com/loupan/pg6/p_hlbtjaftfb
北辰国颂府,山阴路北辰国颂府,49200元/平(均价),https://hz.fang.lianjia.com/loupan/pg6/p_bcgsfaftfd
融信杭州世纪,市心北路与建设一路交汇处,价格待定,https://hz.fang.lianjia.com/loupan/pg6/p_rxhzsjaftfe
绿城西溪云庐,天目山路389号向南300米,95000元/平(均价),https://hz.fang.lianjia.com/loupan/pg6/p_lcxxylaftfg
国开东方凤凰台,禹航路国开东方凤凰台,价格待定,https://hz.fang.lianjia.com/loupan/pg6/p_gkdffhtaftfh
绿城和庐,小和山留和路,价格待定,https://hz.fang.lianjia.com/loupan/pg6/p_lchlaftfi
龙湖江与城,大江东青六路与江东大道交叉口往北,价格待定,https://hz.fang.lianjia.com/loupan/pg7/p_lhjycaftfk
西房拱宸外滩,崇杭街西房拱宸外滩,33500元/平(均价),https://hz.fang.lianjia.com/loupan/pg7/p_xfgcwtaftfl
滨江新希望新城未来海岸,新湾街道建华路与闸口路交汇处,27000元/平(均价),https://hz.fang.lianjia.com/loupan/pg7/p_bjxxwxcwlhaaftfo
万丽璞丽,人民大道607号,1600万/套(均价),https://hz.fang.lianjia.com/loupan/pg7/p_wlplaftft
越秀景瑞悦见山,平兴国路越秀景瑞悦见山,价格待定,https://hz.fang.lianjia.com/loupan/pg7/p_yxjryjsaftfv
碧桂园前宸府,里士湖路碧桂园前宸府,价格待定,https://hz.fang.lianjia.com/loupan/pg7/p_bgyqcfaftfw
凤起潮鸣,凤起路与环城东路交叉口,7000万/套(均价),https://hz.fang.lianjia.com/loupan/pg7/p_fqcmaftfy
德信碧桂园印江南,蜀山路德信碧桂园印江南,价格待定,https://hz.fang.lianjia.com/loupan/pg7/p_dxbgyyjnaftfz
开元广场,市心南路开元广场,25000元/平(均价),https://hz.fang.lianjia.com/loupan/pg7/p_kygcaftgd
金地滨江万科悦虹湾,风情大道金地滨江万科悦虹湾,价格待定,https://hz.fang.lianjia.com/loupan/pg7/p_jdbjwkyhwaftgm
绿城九龙仓桂语朝阳,博学路与育才路交叉口向西50米桂语朝阳城市展厅,价格待定,https://hz.fang.lianjia.com/loupan/pg9/p_lcjlcgyzyaftob
绿城九龙仓桂语朝阳,博学路与育才路交叉口向西50米桂语朝阳城市展厅,价格待定,https://hz.fang.lianjia.com/loupan/pg9/p_lcjlcgyzyaftoc
中国铁建国际汇,石祥路239号,30000元/平(均价),https://hz.fang.lianjia.com/loupan/pg9/p_zgtjgjcaapag
世茂天宸,艮山西路95号,70000元/平(均价),https://hz.fang.lianjia.com/loupan/pg9/p_smtcaapar
金都夏宫,北沙西路156号,730万/套(均价),https://hz.fang.lianjia.com/loupan/pg9/p_jdxgyxaapba
昆盛肖邦,江干九堡镇九福路与九华路交叉口,价格待定,https://hz.fang.lianjia.com/loupan/pg9/p_ksxbaapbt
杭州新天地,石祥路71-8号,28000元/平(均价),https://hz.fang.lianjia.com/loupan/pg9/p_hzxtdaapcl
恒大城市之光,滨文路恒大城市之光,价格待定,https://hz.fang.lianjia.com/loupan/pg9/p_jkchzzkcszgaapdf
复地壹中心,莫干山路与育英路交叉口,28000元/平(均价),https://hz.fang.lianjia.com/loupan/pg9/p_fdyzxaapew
嘉凯城名城博园,博园路嘉凯城名城博园,价格待定,https://hz.fang.lianjia.com/loupan/pg9/p_jkcmcbyaapgp
众安嘉润公馆,金鸡路众安嘉润公馆,45000元/平(均价),https://hz.fang.lianjia.com/loupan/pg10/p_zajrggaapqf
众安学君里,天目山西路众安学君里,价格待定,https://hz.fang.lianjia.com/loupan/pg10/p_zaxjlaaqil
新湖菲林山,未来科技城文二西路与绿汀路交叉口南侧,25175元/平(均价),https://hz.fang.lianjia.com/loupan/pg10/p_xhflaaqim
嘉丰万悦城,东湖北路嘉丰万悦城,价格待定,https://hz.fang.lianjia.com/loupan/pg10/p_jfwycaaqjb
东海水景城,世纪大道501号,23740元/平(均价),https://hz.fang.lianjia.com/loupan/pg10/p_dhsjcaaqjh
九龙仓君廷,望梅路九龙仓君廷,价格待定,https://hz.fang.lianjia.com/loupan/pg10/p_jlcjtaaqmk
上实海上海,良渚街道古墩路上实海上海,价格待定,https://hz.fang.lianjia.com/loupan/pg10/p_sshshaarhg
滨江华成大江之星,新港路滨江华成大江之星,价格待定,https://hz.fang.lianjia.com/loupan/pg10/p_bjhcdjzxaarmc
泰禾杭州院子,文二西路泰禾杭州院子,1300万/套(均价),https://hz.fang.lianjia.com/loupan/pg10/p_thhzyzaarmy
天润商业中心,萧棉路天润商业中心,26500元/平(均价),https://hz.fang.lianjia.com/loupan/pg10/p_trsyzxaarne
东南钱江蓝湾,水博大道东南钱江蓝湾,22300元/平(均价),https://hz.fang.lianjia.com/loupan/pg11/p_dnqjlwaarnq
万科缦云坊,东西大道万科缦云坊,价格待定,https://hz.fang.lianjia.com/loupan/pg11/p_wkjyfaarnr
中国铁建西湖国际城,紫金港北路中国铁建西湖国际城,价格待定,https://hz.fang.lianjia.com/loupan/pg11/p_zgtjxhgjcaaroe
湖景居,天城东路820号,价格待定,https://hz.fang.lianjia.com/loupan/pg11/p_hjjaarpf
光明尚海湾,育才路光明尚海湾,价格待定,https://hz.fang.lianjia.com/loupan/pg11/p_nfshwaasaj
中港罗兰小镇,中泰路322号,21500元/平(均价),https://hz.fang.lianjia.com/loupan/pg11/p_zgllxzaasam
中港罗兰小镇,中泰路322号,价格待定,https://hz.fang.lianjia.com/loupan/pg11/p_zgllxzaasan
金铂湾,闻涛路金铂湾,40000元/平(均价),https://hz.fang.lianjia.com/loupan/pg11/p_jbwaatgj
明华名港城二期,东灵南路2-60号,价格待定,https://hz.fang.lianjia.com/loupan/pg11/p_mhmgceqaaxgu
大奇山郡,金中路8号（城南路向西到底左转即到）,18000元/平(均价),https://hz.fang.lianjia.com/loupan/pg11/p_dqsjaaxhc
天地墅园,所前大道天地墅园,价格待定,https://hz.fang.lianjia.com/loupan/pg12/p_tdsyaaxhh
中粮天悦大悦城,莫干山路与隐秀路交叉口,50000元/平(均价),https://hz.fang.lianjia.com/loupan/pg12/p_zltydycaaxkt
西溪蓝海,文一西路西溪蓝海,31000元/平(均价),https://hz.fang.lianjia.com/loupan/pg12/p_xxlhaaxme
绿野御墅,留和路延伸段到底（绿野春天东区）,1300万/套(均价),https://hz.fang.lianjia.com/loupan/pg12/p_lyysaaycp
金骏大厦,钱江新城北冀四季青街道水湘路341号,28000元/平(均价),https://hz.fang.lianjia.com/loupan/pg12/p_jjdsaayix
绿城运河郡,小河路昼锦街路口,210万/套(均价),https://hz.fang.lianjia.com/loupan/pg12/p_lcyhjaaylk
万宝城,荷禹路万宝城,50000元/平(均价),https://hz.fang.lianjia.com/loupan/pg12/p_wbcaaywz
华夏四季,荆常大道华夏四季,26100元/平(均价),https://hz.fang.lianjia.com/loupan/pg12/p_hxsjaayyy
万科君望,黄公望国家森林公园南麓,价格待定,https://hz.fang.lianjia.com/loupan/pg12/p_wkjwaazhf
澳海澜庭,新登镇昌东澳海澜庭,价格待定,https://hz.fang.lianjia.com/loupan/pg12/p_ahltaazkg
雨润星雨华府,环北路雨润星雨华府,17800元/平(均价),https://hz.fang.lianjia.com/loupan/pg14/p_yrxyhfabchi
复泰雅宸华庭,双后线复泰雅宸华庭,13000元/平(均价),https://hz.fang.lianjia.com/loupan/pg14/p_ftychtabchp
复泰雅宸华庭,双后线复泰雅宸华庭,22000元/平(均价),https://hz.fang.lianjia.com/loupan/pg14/p_ftychtabchu
万通中心,上塘路杭州万通中心,27000元/平(均价),https://hz.fang.lianjia.com/loupan/pg14/p_wtzxabcme
中旅城仕公馆,明珠街中旅城仕公馆,30000元/平(均价),https://hz.fang.lianjia.com/loupan/pg14/p_zlcsggabcow
中节能西溪首座,文一西路与崇仁路交会处,55000元/平(均价),https://hz.fang.lianjia.com/loupan/pg14/p_zjnxxszabcqk
东海闲湖城,天目山西路277号,18928元/平(均价),https://hz.fang.lianjia.com/loupan/pg14/p_dhxhcabcrj
保利中心,新塘路保利中央公馆,57500元/平(均价),https://hz.fang.lianjia.com/loupan/pg14/p_blzyggabcsr
万科未来城二期,古墩路万科未来城二期,价格待定,https://hz.fang.lianjia.com/loupan/pg14/p_wlceqabdoi
佳源未来府,安乐路佳源未来府,30000元/平(均价),https://hz.fang.lianjia.com/loupan/pg14/p_jywlfabdpq
中铁逸都,北沙西路中铁逸都,价格待定,https://hz.fang.lianjia.com/loupan/pg15/p_ztydabdqw
东晖龙悦湾,余杭临平街道五洲路与小白线交叉路口（超山风景区旁）,700万/套(均价),https://hz.fang.lianjia.com/loupan/pg15/p_dhlywabdsx
碧桂园深蓝国际,博奥路碧桂园深蓝国际,40000元/平(均价),https://hz.fang.lianjia.com/loupan/pg15/p_bgyslgjabdub
三立钱塘ONE,枫桦东路三立钱塘ONE,26000元/平(均价),https://hz.fang.lianjia.com/loupan/pg15/p_slqtoabdvm
众安恒隆广场,山阴路688号,19000元/平(均价),https://hz.fang.lianjia.com/loupan/pg15/p_zahlgcabepb
世包国际中心,市民街99号,48000元/平(均价),https://hz.fang.lianjia.com/loupan/pg15/p_sbgjzxabepq
华元天鹅堡,西溪路539号,28000元/平(均价),https://hz.fang.lianjia.com/loupan/pg15/p_hytebabewe
新天地金色时光,驿城路138号,价格待定,https://hz.fang.lianjia.com/loupan/pg15/p_xtdjssgabeys
雅居乐国际花园,"天目山西路258号, 天目山西路254-2号",35000元/平(均价),https://hz.fang.lianjia.com/loupan/pg15/p_yjlgjhyabfce
金隅空港公馆,下沙经济技术开发区24号大街与19号交汇处东南角,20000元/平(均价),https://hz.fang.lianjia.com/loupan/pg15/p_jykgggabfhf
复泰雅宸华庭,双后线复泰雅宸华庭,15000元/平(均价),https://hz.fang.lianjia.com/loupan/pg16/p_ftychtabfis
南钻广场,通惠中路南钻广场,40000元/平(均价),https://hz.fang.lianjia.com/loupan/pg16/p_nzgcabfla
天达广场,艮山东路180号天达大厦,14500元/平(均价),https://hz.fang.lianjia.com/loupan/pg16/p_tdgcabflt
三花国际,江干区明月桥路和鸿泰路交汇处,42000元/平(均价),https://hz.fang.lianjia.com/loupan/pg16/p_shgjabfpp
通策状元府,大学路1929号,价格待定,https://hz.fang.lianjia.com/loupan/pg16/p_tczyfabfsp
千岛湖雅苑,千岛湖镇环湖北路与清溪大道交汇处,20000元/平(均价),https://hz.fang.lianjia.com/loupan/pg16/p_qdhyyabgdm
九悦江南,市心南路九悦江南,19000元/平(均价),https://hz.fang.lianjia.com/loupan/pg16/p_jyjnabghd
富阳财富中心,迎宾北路77号,17500元/平(均价),https://hz.fang.lianjia.com/loupan/pg16/p_fycfzxabgra
昆盛肖邦,江干九堡镇九福路与九华路交叉口,35000元/平(均价),https://hz.fang.lianjia.com/loupan/pg16/p_ksxbabgrb
英冠乐创城,长龙路英冠乐创城,价格待定,https://hz.fang.lianjia.com/loupan/pg16/p_yglccabgvc
杭州港龙城,明月桥路杭州港龙城,23000元/平(均价),https://hz.fang.lianjia.com/loupan/pg13/p_hzglcabaiy
玲珑府,西兴路399号,35000元/平(均价),https://hz.fang.lianjia.com/loupan/pg13/p_llfabajv
金世纪运河丽园,东湖北路金世纪运河丽园,价格待定,https://hz.fang.lianjia.com/loupan/pg13/p_jsjyhlyabasr
九龙仓雍景山,受降镇闲祝公路向阳路交叉口,240万/套(均价),https://hz.fang.lianjia.com/loupan/pg13/p_jlcyjsabaxo
侨福一品高尔夫,海宁市农发区聆涛路,21500元/平(均价),https://hz.fang.lianjia.com/loupan/pg13/p_qfypgefabazx
海德公园,东吴路海德公园,价格待定,https://hz.fang.lianjia.com/loupan/pg13/p_hdgyabbqn
香港兴业耦园,五常街道耦园,价格待定,https://hz.fang.lianjia.com/loupan/pg13/p_xgxyoyabbsa
金色和庄,河庄大道金色和庄,14500元/平(均价),https://hz.fang.lianjia.com/loupan/pg13/p_jshzabbwm
滨湖天地,锦城街道望湖路8号滨湖天地,18494元/平(均价),https://hz.fang.lianjia.com/loupan/pg13/p_bhtdabbzj
滨江金茂府,滨盛路滨江金茂府,65981元/平(均价),https://hz.fang.lianjia.com/loupan/pg13/p_bjjmfabcfz
紫藤花墅,五峰路198号,330万/套(均价),https://hz.fang.lianjia.com/loupan/pg8/p_zthsaftgo
绿地华家池印,环城北路东2800米（艮山西路与秋涛北路交叉口）,56000元/平(均价),https://hz.fang.lianjia.com/loupan/pg8/p_ldhjcaaoyf
西溪新城市,文二西路西溪新城市,60000元/平(均价),https://hz.fang.lianjia.com/loupan/pg8/p_xxxcsaftie
海伦堡观澜,仙侠路和富江路交汇处,11000元/平(均价),https://hz.fang.lianjia.com/loupan/pg8/p_hlbglaftio
碧桂园东旭府,时代大道沿线，东方文化园南约1.6千米,18156元/平(均价),https://hz.fang.lianjia.com/loupan/pg8/p_bgydxfaftjs
铂金华府,西凌路15号,9200元/平(均价),https://hz.fang.lianjia.com/loupan/pg8/p_bjhfaftkt
融信沐澜,康良路融信沐澜,价格待定,https://hz.fang.lianjia.com/loupan/pg8/p_rxmlaftlj
德信时代之心,聚才路德信时代之心,40000元/平(均价),https://hz.fang.lianjia.com/loupan/pg8/p_dxsdzxaftnk
海洋花园,九龙山旅游度假区,15800元/平(均价),https://hz.fang.lianjia.com/loupan/pg8/p_hyhyaftnm
三湘印象森林海尚,源聚路和白石庙路交汇处,价格待定,https://hz.fang.lianjia.com/loupan/pg8/p_sxyxslhsaftns
宋都时间名座,藕花洲大街与宝幢路交叉口,25000元/平(均价),https://hz.fang.lianjia.com/loupan/pg17/p_sdsjmzabhip
广厦天都城天漾滨沁公寓,星桥镇广厦天都城内天都环道口,价格待定,https://hz.fang.lianjia.com/loupan/pg17/p_gstdctxabhpv
阳光城君悦龙山,百谢路与龙虎山路交叉口,10500元/平(均价),https://hz.fang.lianjia.com/loupan/pg17/p_ygcjylsabhwn
西湖公馆,珊瑚沙路西湖公馆,价格待定,https://hz.fang.lianjia.com/loupan/pg17/p_xhggabhzn
东新府,沈家路52号（东新园小区北门） ,269万/套(均价),https://hz.fang.lianjia.com/loupan/pg17/p_dxfabijp
西溪曼哈顿,余杭区高教路192号,28000元/平(均价),https://hz.fang.lianjia.com/loupan/pg17/p_hfswzxabiqo
御湖公馆,市心南路御湖公馆,23000元/平(均价),https://hz.fang.lianjia.com/loupan/pg17/p_yhggabirm
华策中心,花蒋路华策中心,36000元/平(均价),https://hz.fang.lianjia.com/loupan/pg17/p_hczxabirp
鼎和金座,星光街1197号,21000元/平(均价),https://hz.fang.lianjia.com/loupan/pg17/p_dhjzabjrc
天阳武林邸,永固路天阳武林邸,308万/套(均价),https://hz.fang.lianjia.com/loupan/pg17/p_tywldabjrh
悦青蓝,杨桥路悦青蓝,价格待定,https://hz.fang.lianjia.com/loupan/pg18/p_yqlabjsn
郡王府,黄家埠镇高兰公路旁,7500元/平(均价),https://hz.fang.lianjia.com/loupan/pg18/p_jwfabjvr
锦瑞苑,人民北路2号锦瑞苑,7500元/平(均价),https://hz.fang.lianjia.com/loupan/pg18/p_jryabjwa
未来悦,同顺路未来悦,37500元/平(均价),https://hz.fang.lianjia.com/loupan/pg18/p_wlyabkbp
杭钢万科紫晶首府,艮塔东路苎萝路口,12000元/平(均价),https://hz.fang.lianjia.com/loupan/pg18/p_zjsfabkjk
钱塘航空大厦,市民街钱塘航空大厦,35000元/平(均价),https://hz.fang.lianjia.com/loupan/pg18/p_qthkdxabkjp
钱江御府,候潮路钱江御府,48800元/平(均价),https://hz.fang.lianjia.com/loupan/pg18/p_qjyfabksx
东海闲湖城,天目山西路277号,30951元/平(均价),https://hz.fang.lianjia.com/loupan/pg18/p_dhxhcablag
富春港,登城北路40号,30000元/平(均价),https://hz.fang.lianjia.com/loupan/pg18/p_fcgablbc
西溪智慧健康谷,向往街990号西溪智慧健康谷,37000元/平(均价),https://hz.fang.lianjia.com/loupan/pg18/p_xxzhjkgablgx
